id,agency,updated,accessed,url,data_retention_in_days,number_of_owned_cameras,external_organizations_with_access,hotlists_alerted_on,vehicles_detected_in_the_last_30_days,hotlist_hits_in_the_last_30_days,searches_in_the_last_30_days,public_search_audit
3647,Blairsville GA PD,2024-04-26T12:01:33Z,2024-04-26T17:28:46Z,https://transparency.flocksafety.com/blairsville-ga-pd,30 days,2,"Banks County GA SO, Canton GA PD, Carroll County GA SO, Cherokee County GA SO, Department of Natural Resources - GA, Dillard GA PD, Ellijay GA PD, Fannin County GA SO, Flowery Branch GA PD, Floyd County GA PD, Forsyth County GA SO, Gainesville GA PD, Gwinnett County GA PD, Habersham County GA SO, Hall County GA SO, McCaysville GA PD, Putnam County FL SO, Rabun County GA SO, Temple GA PD, University of North Georgia PD (GA), White County GA SO, Whitfield County GA SO","NCIC, Georgia DOR, NCMEC Amber Alert",83673,2088,5,1
3670,Huntsville Airport AL PD,2024-04-26T08:34:10Z,2024-04-26T17:28:48Z,https://transparency.flocksafety.com/huntsville-airport-al-pd,30 days,2,"AL - Troy University - Insight , Alabama Drug Enforcement Task Force Region G, Albertville AL PD, ALDOI/ AL State Fire Marshal's Office, Bibb County AL SO, Blount County Commission (AL), Brighton AL PD, Calhoun County AL SO, Chambers County AL SO, Cherokee County AL SO, Cleburne County AL SO, Colbert County AL SO, Cullman AL PD, Dale County AL SO, Decatur AL PD, DFW Airport PD TX, Dothan AL PD, Dothan Regional Airport AL, Fairfield AL PD, Florence AL PD, Glencoe AL PD, Greenville AL PD, Hamilton AL PD , Hanceville AL PD, Hartselle AL PD, Hokes Bluff AL PD, Irondale AL PD, Lauderdale County AL SO, Madison AL PD, Maplesville AL PD, Midfield AL PD, Morris AL PD, Opelika AL PD, Orange Beach AL PD, Oxford AL PD, Parrish AL PD , Pike County AL SO, Priceville AL PD, Putnam County FL SO, Rainbow City AL PD, Russell County AL SO, Scottsboro AL PD, St. Johns County FL SO, Texas Financial Crimes Intelligence Center, Town of Eva AL PD, Tuscaloosa AL PD, Univ. of TX - Arlington PD, University of Alabama - Birmingham Campus AL PD, University of Alabama AL PD, Walker County AL SO","NCIC, NCMEC Amber Alert",54427,72,1,1
3720,Edison NJ PD,2024-04-26T10:10:32Z,2024-04-26T17:28:49Z,https://transparency.flocksafety.com/edison-nj-pd,NA,14,NA,"NCIC, NCMEC Amber Alert",348678,71,209,0
3812,Morgan's Point PD TX,2024-04-26T13:16:41Z,2024-04-26T17:28:51Z,https://transparency.flocksafety.com/morgans-point-pd-tx,30 days,3,"Alvin TX PD, Anderson PD IN, Anna TX PD, Aransas Pass TX PD, Argyle TX PD, Arlington TX PD, ATF Louisville KY, ATF Nashville TN, Avon IN PD, Baldwin County GA SO, Bartonville TX PD, Bayou Vista TX PD, Baytown TX PD, Bellaire TX PD, Bloomfield NM PD, Blue Ash OH PD, Bryan TX PD, Calhoun County AL SO, Cibolo TX PD, Cobb County GA PD, Collier County FL SO, Cypress Fairbanks ISD (TX) PD, DFW Airport PD TX, Ector County Hospital District PD (TX), Fort Bend County TX District Attorney's Office, Fort Bend County TX SO, Friendswood TX PD, Fulshear TX PD, Galena Park ISD TX PD, Harris County Const TX Pct 2 , Harris County Const TX Pct 8, Harris County TX SO, Houston Arson Bureau TX, Houston Metro Transit Authority (TX), Houston TX PD, Irving TX PD, Jacinto City TX PD, La Porte TX PD, Lewisville TX PD, Memorial Villages TX PD, Miami Township OH PD (Clermont), Mont Belvieu TX PD , Montgomery County Constable, Precinct 3 (TX), Montgomery County TX District Attorney, Nacogdoches Co TX Criminal Taskforce Div, Orange County FL SO, Pasadena TX PD, Pearland TX PD , Peotone IL PD , Pittsboro IN PD, Rice University TX PD, Richland County SC SO, Robeson County NC SO, Rosenberg TX PD, Seabrook TX PD, Sedgwick KS PD, Sheridan AR PD, SLED - South Carolina Law Enforcement Division, Sterling Heights MI PD, Sumner County TN SO, Temple TX PD, Texas City TX PD, Texas Financial Crimes Intelligence Center, The Colony TX PD, Titusville FL PD, University of Texas at Houston PD, US Postal Inspection Service, Weatherford TX PD, Webster TX PD, Wolfforth TX PD","NCIC, NCMEC Amber Alert",31055,2,3,0
3813,Morgan's Point Resort TX PD,2024-04-26T13:17:48Z,2024-04-26T17:28:53Z,https://transparency.flocksafety.com/morgans-point-resort-tx-pd,30 days,4,"Cedar Park TX PD, Dallas TX PD, Ector County Environmental Enforcement (TX), Fish and Wildlife Commission FL PD, Hays County TX SO, Houston Metro Transit Authority (TX), Houston TX PD, Jacinto City TX PD, Kaufman County TX SO, Krum TX PD, Leander TX PD, Lockney TX PD, Mansfield TX PD, Montgomery TX PD , Nacogdoches Co TX Criminal Taskforce Div, Pflugerville ISD TX PD, Pflugerville TX PD, Round Rock TX PD, St. John Parish LA SO, Temple TX PD, Texas Department of Public Safety, Texas Financial Crimes Intelligence Center, Travis County TX SO, TX Board of Criminal Justice - Inspector General, US Postal Inspection Service","NCIC, NCMEC Amber Alert",28346,29,30,0
3820,Odessa TX PD,2024-04-26T08:37:28Z,2024-04-26T17:28:54Z,https://transparency.flocksafety.com/odessa-tx-pd,30 days,30,NA,"NCIC, NCMEC Amber Alert",406577,1183,489,0
3858,Trophy Club TX PD,2024-04-26T08:11:08Z,2024-04-26T17:28:56Z,https://transparency.flocksafety.com/trophy-club-tx-pd,30 days,10,"Argyle TX PD, Fort Worth TX PD , Irving TX PD, Northlake TX PD, Roanoke TX PD","NCIC, NCMEC Amber Alert",163707,87,26,0
3880,Maple Bluff WI PD,2024-04-26T10:59:21Z,2024-04-26T17:28:58Z,https://transparency.flocksafety.com/maple-bluff-wi-pd,30 days,7,"Altoona IA PD, Altoona WI PD, Amberley Village OH PD, Anderson PD IN, Anna TX PD, Antigo WI PD, Appleton WI PD, Ashwaubenon WI PD, ATF Nashville TN, Avon IN PD, Baraboo WI PD, Barron County WI SO, Barron WI PD, Bayfield County WI SO, Beaver Dam WI PD, Belleville WI PD, Belmont WI PD, Berrien County MI SO, Bloomington IL PD, Blount County Commission (AL), Boone County IL SO, Branson MO PD, Brookfield WI PD, Brown County WI Public Safety, Brown County WI SO, Brown Deer WI PD, Buffalo County WI SO, Buncombe County NC SO, Burlington WI PD, Butler County OH SO, Caledonia WI PD, Calumet County WI SO, Canton IL PD, Cedarburg WI PD, Chambers County AL SO, Cheatham County TN SO, Chenequa WI PD, Chesapeake VA PD , Chesterfield County VA PD, Chesterton IN PD , Chillicothe IL PD , Chippewa County WI SO, Chippewa Falls WI PD, Clark County WI SO, Clarksville IN PD, Clear Lake WI PD, Clinton Township NJ PD, Clintonville WI PD, Coal Valley IL PD , Coffeyville KS PD, Columbia County WI SO, Columbus WI PD, Cottage Grove WI PD, Crawford County IL SO , Crawford County WI SO, Cudahy WI PD, Cumberland WI PD, Dane County WI SO, Davenport IA PD, De Pere WI PD, Deforest WI PD, Delafield WI PD, Dickeyville WI PD, Dixon IL PD , Dodge County WI SO, Dodgeville WI PD, Dubuque IA PD, Dunn County WI SO, Eastpointe MI PD, Eau Claire County WI SO, El Cajon CA PD, El Paso IL PD, Elizabethtown KY PD, Elkhorn WI PD, Elm Grove WI PD, ElRoy WI PD, Everest Metro WI PD, Fitchburg WI PD, Florence KY PD, Fond du Lac County WI SO, Fond Du Lac WI PD, Forest County WI SO, Fort Wayne IN PD , Fox Point WI PD, Fox Valley Metro WI PD, Franklin WI PD, Fulton County GA PD, Fulton County GA SO, Gary IN PD, Genoa City WI PD, Germantown WI PD, Glencoe IL PD, Glendale WI PD, Grafton WI PD, Grand Chute WI PD, Grand Island NE PD, Grant County WI SO, Green Bay WI PD, Green Lake County WI SO, Greendale WI PD, Greenfield WI PD, Grundy County IL SO, Gurnee IL PD, Hanover Park IL PD , Hartford WI PD, Hartland Wisconsin WI PD, Hazel Park MI PD, Hobart-Lawrence WI PD, Hudson WI PD, Huntsville AL PD, Illinois State Police, Illinois Statewide Auto Theft Taskforce, Indiana State Police IN PD, Iowa County WI SO, Jackson WI PD, Janesville WI PD, Jefferson County MO SO, Jefferson County WI SO, Johnsburg IL PD, Juneau County WI SO, Justice IL PD, Kaukauna WI PD, Kenosha County WI SO, Kenosha WI PD, Kewanee IL PD , La Crosse Co WI SO, La Crosse WI PD, Ladd IL PD, Lafayette County WI SO, Lake County IL SO , Lake Delton WI PD, Langlade County WI SO, Lansing IL PD, Lasalle IL PD , Lee County GA SO, Lincoln County WI SO, Lisle IL PD, Little Rock AR PD, Lodi WI PD, Mackinaw IL PD, Manitowoc WI PD, Marathon County WI SO, Marion AR PD, Marion WI PD, Marquette County WI SO, Marysville OH PD, Mauston WI PD , Mayville WI PD, Menasha WI PD, Menomonee Falls WI PD, Menomonie WI PD, Mequon WI PD, Middleton WI PD, Milwaukee County WI DA's Office, Milwaukee County WI SO, Milwaukee WI PD - STAC, Minocqua WI PD, Missouri State Highway Patrol, MOCIC , Monon IN PD, Monona WI PD, Monroe County WI SO, Monroe TWP NJ PD, Montgomery County IN SO, Monticello WI PD, Mount Pleasant WI PD, Mount Vernon IN PD, Murfreesboro TN PD, Muskego WI PD, Nags Head NC PD, Neekoosa WI PD, Neenah WI PD, Nekoosa WI PD, Neosho County KS SO, New Berlin WI PD, New Lisbon WI PD, New London WI PD, New Richmond WI PD, New York State Police NY, Normal IL PD , North Fond Du Lac WI PD , North Hudson WI PD, Northbrook IL PD, Norwood OH PD, Oak Creek WI PD, Oconomowoc WI PD, Oconto Co WI SO, Ogle County IL SO, Oklahoma State Bureau of Investigations, Onalaska WI PD, Oneida County WI SO, Oneida WI PD, Onondaga County NY SO , Osceola WI PD, Oshkosh WI PD, Ottawa IL PD, Outagamie County DA's Office WI, Outagamie County WI SO, Overland Park KS PD, Ozaukee County WI SO, Pekin IL PD, Phillips WI PD, Pierce Co WI SO, Pittsboro IN PD, Platteville WI PD, Pleasant Prairie WI PD, Plover WI PD, Polk County WI SO, Port Washington WI PD, Portage County WI SO, Portage WI PD, Poynette WI PD, Prairie Du Chien WI PD, Racine County WI Communications Center, Racine County WI SO, Racine WI PD, Radcliff KY PD, Reedsburg WI PD, Rhinelander WI PD, Rice Lake WI PD, Richland Center WI PD, Richland County WI SO, Richmond VA PD, RIG WI DTF, Ripon WI PD, River Hills WI PD, Rock County WI SO, Rock Hill SC PD, Rockford IL PD, Rolling Meadows IL PD, Saint Croix Falls WI PD, Saint Francis WI PD, Sangamon County IL SO, Sarasota FL PD, Sauk County WI SO, Sauk Prairie WI PD, Sauk Village IL PD, Saukville WI PD, Scarborough ME PD, Shawano County WI SO, Shawano WI PD, Sheboygan County WI SO, Sheboygan WI PD, Shelby County KY SO, Shorewood WI PD, Slinger WI PD, South Bend IN PD, South Milwaukee WI PD, Sparta WI PD, Springfield MO PD, St. Croix County WI SO, Sterling Heights MI PD, Stevens Point WI PD, Stoughton WI PD, Sturgeon Bay WI PD, Sturtevant WI PD, Suffolk County NY SO, Sun Prairie WI PD, Tarpon Springs FL PD, Taylor MI PD, Tell City IN PD, Theresa WI PD, Thiensville WI PD, Thornton CO PD, Tooele City PD UT, Town of Campbell WI PD, Trempealeau WI PD, Troy MI PD , Twin Lakes WI PD, University of Iowa PD (IA), University of Wisconsin - Green Bay WI PD, University of Wisconsin - Madison WI PD, University of Wisconsin - Milwaukee WI PD, University of Wisconsin - Oshkosh PD, US Postal Inspection Service, Vacaville CA PD, Vandalia OH PD, Venice FL PD, Vernon County WI SO, Vernon Hills IL PD, Verona WI PD, Vilas County WI SO, Village of Bayside WI PD, Village of Fox Crossing WI PD, Village of Fox Point WI PD, Village of Pewaukee WI PD, Village of Turtle Lake WI PD, Walworth County WI SO, Warrenville IL PD, Washington County WI SO, Waterford Township PD- MI, Waukee IA PD, Waukesha County WI Communications Center , Waukesha County WI SO, Waukesha WI PD, Waunakee WI PD, Waupaca County WI SO, Waupaca WI PD, Waupun WI PD, Wausau WI PD, Wauwatosa WI PD, West Allis WI PD, West Bend WI PD, West Chester OH PD, West Des Moines IA PD, Whitefish Bay WI PD, Whitewater WI PD, WI Department of Justice, Wichita Falls TX PD , Winnebago County IL SO, Winnebago County WI SO, Winneconne WI PD, Wisconsin Dells WI PD, Wisconsin Rapids WI PD, Wood County WI SO, Woodstock GA PD, Wrightstown WI PD, Wyoming OH PD, Z Do not use","NCIC, NCMEC Amber Alert, FBI National Hotlist, Wisconsin DOJ",65206,26,34,0
3935,Temple GA PD,2024-04-26T11:08:23Z,2024-04-26T17:29:00Z,https://transparency.flocksafety.com/temple-ga-pd,30 days,4,"Albany GA PD, Altoona IA PD, Athens-Clarke County GA PD, Atlanta GA PD, Austell GA PD, Bainbridge GA PD, Baldwin County GA SO, Banks County GA SO, Barrow County GA SO, Bartow County GA SO, Ben Hill County GA SO, Bibb County SO GA, Blount County Commission (AL), Brantley County GA SO, Brookhaven GA PD, Byron GA PD , Calhoun GA PD, Canton GA PD, Carroll County GA SO, Carrollton GA PD, Cartersville GA PD, Centerville GA PD, Chambers County AL SO, Chamblee GA PD, Chatham County GA PD, Cherokee County GA SO, Chesterfield County VA PD, Clarkston GA PD, Clayton County GA PD, Clayton County GA SO, Cobb County GA PD, College Park GA PD, Columbus GA PD, Conyers GA PD, Cookeville TN PD, Crestwood MO PD, Crisp County GA SO, Dale County AL SO, Dalton GA PD, Decatur GA PD, DeKalb County GA PD, Department of Natural Resources - GA, DoC Intelligence Unit (GA), Dodge County GA SO, Douglasville GA PD, Dunwoody GA PD, East Point GA PD, Eatonton GA PD, Elizabethton TN PD, Ellijay GA PD, Emerson GA PD, Fairburn GA PD, Fannin County GA SO, Fayetteville GA PD, Fitzgerald GA PD, Flowery Branch GA PD, Floyd County GA PD, Forest Park GA PD, Forsyth County GA SO, Franklin County GA SO, Franklin Springs GA PD , Fulton County GA PD, Fulton County GA SO, Gainesville GA PD, Georgia Bureau of Investigation, Georgia Southern University PD (GA), Greenville GA PD, Griffin GA PD, Guntersville AL PD, Gwinnett County GA PD, Gwinnett County GA SO, Habersham County GA SO, Hall County GA SO, Harris County GA SO, Hart County GA SO, Henry County GA PD, Holly Springs GA PD, Houston County GA District Attorney's Office, Houston TX PD, Jasper AL PD, Jefferson GA PD, Johns Creek GA PD, LaGrange GA PD, Lake City GA PD, Laurens County GA SO, Lavonia GA PD, Lee County GA SO, Lilburn GA PD, Locust Grove GA PD, Loganville GA PD, Long County GA SO, Lowndes County GA SO, McCaysville GA PD, Meriwether County GA SO, Middle Georgia State University Campus PD, Monroe County GA SO, Morrow GA PD , Murray County GA SO, Muscogee County GA SO, New York State Police NY, Newnan GA PD, Newton County GA SO, O'Fallon MO PD, Oconee County GA SO, Office of Commissioner of Insurance and Safety Fire (GA), Oxford GA PD, Paulding County GA SO, Peachtree City GA PD, Perry GA PD, Pooler GA PD, Powder Springs GA PD, Putnam County FL SO, Radcliff KY PD, Richland County SC SO, Richmond Hill GA PD, Richmond VA PD, Rockdale County GA SO, Rossville GA PD, Sale City GA PD , Sandy Springs GA PD, Sauk Village IL PD, Savannah GA PD, Scarborough ME PD, Seminole County GA SO, Senoia GA PD, Sikeston MO DPS, Snellville GA PD, Soperton GA PD, South Fulton GA PD, St. Johns County FL SO, Statesboro GA PD, Sterling Heights MI PD, Sumter County GA SO , Suwanee GA PD, Turner County GA SO, Union City GA PD, University of Georgia GA PD, University of North Georgia PD (GA), US Postal Inspection Service, Valdosta State University GA PD, Vidalia GA PD, Villa Rica GA PD, Walker County GA SO, Walton County GA SO, Warner Robins GA PD, Washington County GA SO, Watkinsville GA PD, Waycross GA PD, West Point GA PD, White County GA SO, Whitesburg GA PD, Whitfield County GA SO, WI Department of Justice, Winder GA PD, Woodbury GA PD, Woodstock GA PD","NCIC, Georgia DOR, NCMEC Amber Alert",112608,2695,8,1
1367,Kings County CA DAs Office,2024-04-26T13:18:48Z,2024-04-26T17:29:01Z,https://transparency.flocksafety.com/kings-county-ca-das-office,30 days,6,"ACRATT -CA, Alameda CA PD, Alameda County CA SO, Albany CA PD, Alhambra CA PD, Amador County CA Sheriff's Office, Anaheim CA PD, Anderson CA PD, Antioch CA PD, Arcadia CA PD, Arvin CA PD, Atherton CA PD, Atwater CA PD, Auburn CA PD, Azusa CA PD, Bakersfield CA PD, Baldwin Park CA PD, Barstow CA PD, Beaumont CA PD, Bell Gardens CA PD, Benicia CA PD, Beverly Hills CA PD, Brawley CA PD, Brea CA PD, Buena Park CA PD, Burbank Airport CA PD, Burbank CA PD, Burlingame  CA PD, Butte County SO, CA - Wasco PD , Cal Fire , Cal State Fullerton (CA), California Highway Patrol, California State Parks - Inland Empire, Campbell CA PD, Capitola CA PD, Carlsbad CA PD, Carmel CA PD, Chino PD (CA), Chula Vista CA PD, Citrus Heights CA PD, Clovis CA PD, Colma CA PD, Colton CA PD , Contra Costa County CA SO, Corona CA PD, Costa Mesa CA PD, Covina CA PD, Culver City CA PD, Danville CA PD, Delano CA PD, Desert Hot Springs CA PD, Dixon CA PD, Dublin CA PD (ACSO), East Palo Alto CA PD, El Cajon CA PD, El Centro CA PD, El Cerrito CA PD, El Monte CA PD, Elk Grove CA PD, Escondido CA PD, Fairfield CA PD, Farmersville CA PD, Folsom CA PD, Fort Bragg CA PD, Foster City CA PD, Fowler CA PD, Fullerton CA PD, Galt CA PD, Gilroy CA PD, Glendora (CA) PD, Grover Beach CA PD, Hanford CA PD, Hayward CA PD, Hemet CA PD , Hercules CA PD, Hollister CA PD, Indio CA PD, Irvine CA PD, Kern County CA SO , La Habra CA PD, La Mesa CA PD, Laguna Beach CA PD, Lake County CA SO, Lincoln CA PD, Livermore CA PD, Lompoc CA PD, Los Alamitos PD CA, Los Angeles CA PD, Los Gatos Monte Sereno PD - CA, Madera County SO CA , Manteca CA PD, Mendocino County SO-CA, Merced County CA SO, Milpitas CA PD, Montclair CA PD, Monterey Park CA PD, Morgan Hill CA PD, Murrieta CA PD, Napa CA PD, Napa County CA SO, Nevada City CA PD, Newark CA PD , Newport Beach PD CA, Novato CA PD, Oakley CA PD, OC Sheriff CA, Oceanside CA PD, Ontario CA PD, Orange Cove CA PD, Orange PD CA, Oxnard CA PD , Pacific Grove CA PD, Pasadena CA PD, Placentia CA PD, Placer County CA SO, Pleasanton CA PD, Porterville CA PD, Redwood City CA PD, Reedley CA PD, Riverside County CA District Attorney, Riverside County CA SD, Salinas CA PD, San Bernardino County CA SO, San Bruno CA PD, San Diego CA PD, San Francisco CA PD, San Joaquin County CA SO, San Luis Obispo CA PD , San Luis Obispo County (CA) Sheriff , San Mateo CA PD, San Mateo County CA SO, Santa Barbara County CA SO, Santa Clara CA PD, Santa Rosa CA PD, Seal Beach CA PD , Seaside CA PD, Sequoias Community College District CA PD, Simi Valley CA PD, Solano County CA SO, Sonoma County CA SO, South Pasadena CA PD, Stockton CA PD, Suisun City CA PD , Tehachapi CA PD, Tracy CA PD, Truckee CA PD, Tustin CA PD , Ukiah CA PD, Upland CA PD , Vacaville CA PD, Vallejo CA PD, Ventura CA PD, Vernon CA PD, Watsonville CA PD, West Covina CA PD, West Valley Mission College Dist Campus (CA), Westminster CA PD, Woodlake CA PD, Woodland CA PD, Yolo County CA SO","California SVS, NCMEC Amber Alert",117521,107,223,1
1786,Napa CA PD,2024-04-26T13:19:57Z,2024-04-26T17:29:03Z,https://transparency.flocksafety.com/napa-ca-pd,30 days,15,"Alameda County CA SO, Benicia CA PD, Brawley CA PD, Burbank CA PD, CA - Napa Valley College Campus, Cal State Fullerton (CA), California Highway Patrol, Calistoga CA PD, Campbell CA PD, Carmel CA PD, Chino PD (CA), Citrus Heights CA PD, City of Riverside CA PD , Clearlake CA PD, Contra Costa County CA SO, Corona CA PD, Costa Mesa CA PD, Danville CA PD, Dixon CA PD, Dublin CA PD (ACSO), El Cajon CA PD, El Cerrito CA PD, Emeryville CA PD, Fairfield CA PD, Folsom CA PD, Fort Bragg CA PD, Galt CA PD, Hayward CA PD, Hercules CA PD, Irvine CA PD, La Habra CA PD, La Mesa CA PD, La Verne CA PD, Lake County CA SO, Lakeport CA PD, Lincoln CA PD, Livermore CA PD, Lompoc CA PD, Los Alamitos PD CA, Monterey Park CA PD, Murrieta CA PD, Napa County CA SO, National City CA PD, NCRIC, Novato CA PD, Oceanside CA PD, Orange County (CA) DA Office , Pacific Grove CA PD, Palo Alto CA PD, Pasadena CA PD, Placentia CA PD, Redwood City CA PD, Richmond CA PD, Rio Hondo College PD CA, Rio Vista CA PD, Riverside County CA District Attorney, Riverside County CA SD, Rocklin CA PD, Salinas CA PD, San Francisco CA PD, San Mateo County CA SO, San Ramon CA PD, Santa Clara CA PD, Santa Rosa CA PD, Seal Beach CA PD , Seaside CA PD, Solano County CA SO, Sonoma County CA SO, St. Helena CA PD, Stockton CA PD, Tehachapi CA PD, Tustin CA PD , Ukiah CA PD, Union City CA PD, Upland CA PD , Vacaville CA PD, Ventura CA PD, Watsonville CA PD, West Covina CA PD, West Sacramento CA PD, Willits CA PD, Woodlake CA PD, Yuba County Sheriffs Office","California SVS, NCMEC Amber Alert",352218,1184,368,0
